title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score
Nurse Edith Cavell,108 min,6.6,335,12,3,,,,,,,,
Golden Boy,99 min,6.9,1936,41,16,,,,,,,,
"Information Please: Series 1, No. 1",10 min,5.4,31,,,,,,,,,,
The Rains Came,103 min,6.9,1976,39,21,,,,,,,,
Babes in Arms,94 min,6.4,2511,44,14,,,,,,,,
The Private Lives of Elizabeth and Essex,106 min,7.0,5579,71,29,,,,,,,,
Intermezzo,70 min,6.6,2584,33,17,74,4,1,0,tbd,0,1,0
Eternally Yours,95 min,5.7,752,23,3,,,,,,,,
Mr. Smith Goes to Washington,129 min,8.1,113975,332,99,73,7,2,0,8.3,29,4,0
Sword Fishing,10 min,5.6,161,6,,,,,,,,,
Drunk Driving,22 min,6.5,162,8,,,,,,,,,
Drums Along the Mohawk,104 min,7.0,6216,84,51,,,,,,,,
First Love,84 min,7.0,671,15,4,,,,,,,,
Ninotchka,110 min,7.9,20806,122,62,,,,,,,,
The Great Victor Herbert,91 min,6.2,104,7,2,,,,,,,,
Peace on Earth,9 min,7.4,1509,24,7,,,,,,,,
Balalaika,102 min,6.3,331,10,7,,,,,,,,
Gone with the Wind,238 min,8.2,309040,961,192,97,17,1,0,8.3,187,20,18
Gulliver's Travels,76 min,6.6,4315,66,37,,,,,,,,
Of Mice and Men,106 min,7.9,5983,70,17,89,7,0,0,tbd,1,0,0
Swanee River,84 min,6.3,183,12,,,,,,,,,
Music in My Heart,70 min,5.9,546,15,2,,,,,,,,
The Invisible Man Returns,81 min,6.5,4391,54,48,,,,,,,,
The Blue Bird,88 min,6.2,1768,42,10,,,,,,,,
Abe Lincoln in Illinois,110 min,7.3,1813,36,14,,,,,,,,
The Grapes of Wrath,129 min,8.1,91223,379,102,96,15,1,0,8.7,58,3,1
Pinocchio,88 min,7.5,141360,233,137,99,17,0,0,8.1,143,25,6
Dr. Ehrlich's Magic Bullet,103 min,7.4,1618,40,10,,,,,,,,
Swiss Family Robinson,93 min,6.4,634,20,4,,,,,,,,
Puss Gets the Boot,9 min,7.7,2098,25,8,,,,,,,,
Siege,10 min,6.7,237,2,,,,,,,,,
Northwest Passage,126 min,7.0,3586,57,17,,,,,,,,
Teddy the Rough Rider,19 min,6.0,238,7,,,,,,,,,
The House of the Seven Gables,89 min,7.0,1152,22,23,54,2,2,0,tbd,0,0,0
The Fight for Life,69 min,5.5,67,2,,,,,,,,,
Too Many Husbands,81 min,6.5,1496,32,18,,,,,,,,
Rebecca,130 min,8.1,134569,382,206,86,16,0,0,8.3,32,3,0
"My Son, My Son!",116 min,6.4,217,15,,,,,,,,,
Primrose Path,93 min,6.9,1550,27,14,,,,,,,,
Dark Command,94 min,6.8,2640,54,23,,,,,,,,
One Million B.C.,80 min,5.7,1506,48,34,,,,,,,,
Dr. Cyclops,77 min,6.4,2550,51,42,,,,,,,,
Irene,101 min,6.3,703,16,5,,,,,,,,
Typhoon,70 min,5.9,123,5,2,,,,,,,,
My Favorite Wife,88 min,7.3,10397,91,28,,,,,,,,
"Edison, the Man",107 min,7.1,1617,26,9,,,,,,,,
Lillian Russell,127 min,6.5,511,21,8,,,,,,,,
Waterloo Bridge,108 min,7.8,9879,114,20,,,,,,,,
Our Town,90 min,6.6,2599,63,16,,,,,,,,
Women in War,71 min,6.6,51,3,5,,,,,,,,
The Milky Way,8 min,6.6,727,14,4,,,,,,,,
"All This, and Heaven Too",141 min,7.4,4880,71,18,,,,,,,,
The Great McGinty,82 min,7.3,3986,43,38,,,,,,,,
Night Train to Munich,90 min,7.2,4988,51,36,,,,,,,,
Pride and Prejudice,118 min,7.4,8256,147,29,84,7,2,0,tbd,2,0,0
A Wild Hare,8 min,7.8,1625,26,4,,,,,,,,
The Boys from Syracuse,73 min,5.9,130,10,,,,,,,,,
Captain Caution,86 min,5.5,301,11,3,,,,,,,,
The Sea Hawk,127 min,7.6,9811,95,51,,,,,,,,
Foreign Correspondent,120 min,7.5,20620,165,72,88,17,0,0,tbd,2,1,0
Rhythm on the River,92 min,6.8,372,15,3,,,,,,,,
Boom Town,119 min,7.1,3418,45,16,,,,,,,,
Service with the Colors,21 min,5.3,178,9,,,,,,,,,
The Westerner,100 min,7.3,5858,68,22,78,5,1,0,tbd,0,0,0
The Howards of Virginia,116 min,6.0,1169,23,12,,,,,,,,
Spring Parade,89 min,6.7,333,15,4,,,,,,,,
Strike Up the Band,120 min,6.8,1703,30,20,59,4,2,0,tbd,0,0,0
Angels Over Broadway,79 min,6.5,1173,23,11,,,,,,,,
The Long Voyage Home,105 min,6.9,4278,50,39,,,,,,,,
Down Argentine Way,89 min,6.4,1146,25,12,,,,,,,,
Quicker'n a Wink,10 min,7.2,341,7,,,,,,,,,
The Thief of Bagdad,106 min,7.4,13095,125,66,,,,,,,,
The Great Dictator,125 min,8.4,219307,317,120,,,,,,,,
Hit Parade of 1941,88 min,6.0,78,6,2,,,,,,,,
"Arise, My Love",110 min,6.9,866,17,11,,,,,,,,
They Knew What They Wanted,96 min,6.2,427,10,6,,,,,,,,
North West Mounted Police,126 min,6.4,1665,22,14,,,,,,,,
Eyes of the Navy,20 min,5.7,204,10,,,,,,,,,
London Can Take It!,9 min,7.0,657,10,5,,,,,,,,
The Mark of Zorro,94 min,7.5,10084,96,50,,,,,,,,
Bitter Sweet,94 min,5.8,517,14,5,,,,,,,,
The Letter,95 min,7.6,12927,140,60,,,,,,,,
Arizona,125 min,6.8,1322,28,12,,,,,,,,
Tin Pan Alley,94 min,6.5,504,14,4,,,,,,,,
You'll Find Out,97 min,6.1,1286,60,28,,,,,,,,
Second Chorus,84 min,5.7,1568,37,23,,,,,,,,
The Philadelphia Story,112 min,7.9,68153,259,85,96,13,0,0,8.0,21,4,0
The Son of Monte Cristo,102 min,6.2,787,27,3,,,,,,,,
Comrade X,104 min,6.5,1585,32,8,,,,,,,,
Flight Command,116 min,6.3,765,21,3,,,,,,,,
Behind the News,75 min,5.3,64,2,,,,,,,,,
The Invisible Woman,72 min,6.0,2809,45,42,,,,,,,,
Kitty Foyle,108 min,6.9,3675,54,25,,,,,,,,
Christmas Under Fire,10 min,6.8,113,,3,,,,,,,,
Cheers for Miss Bishop,95 min,6.5,721,20,7,,,,,,,,
More About Nostradamus,11 min,5.5,154,3,,,,,,,,,
So Ends Our Night,117 min,6.8,418,11,4,,,,,,,,
"Tall, Dark and Handsome",78 min,6.7,225,7,4,,,,,,,,
Ridin' on a Rainbow,79 min,5.5,147,8,2,,,,,,,,
Buck Privates,84 min,7.0,4433,60,25,,,,,,,,
Back Street,89 min,6.8,616,18,5,,,,,,,,
Forbidden Passage,21 min,6.3,236,7,,,,,,,,,
The Strawberry Blonde,99 min,7.2,3707,52,21,,,,,,,,
The Lady Eve,94 min,7.8,21140,152,107,96,17,0,0,7.5,6,0,0
Meet John Doe,122 min,7.6,13401,109,52,,,,,,,,
Las Vegas Nights,90 min,5.6,128,5,4,,,,,,,,
The Sea Wolf,100 min,7.5,3745,61,37,,,,,,,,
Topper Returns,88 min,6.8,2990,59,21,,,,,,,,
I Wanted Wings,135 min,6.3,457,15,4,,,,,,,,
That Hamilton Woman,125 min,7.2,4477,70,35,,,,,,,,
The Devil and Miss Jones,92 min,7.6,4059,60,18,,,,,,,,
The Great Lie,108 min,7.1,3890,57,18,,,,,,,,
That Uncertain Feeling,84 min,6.7,2667,31,19,,,,,,,,
Sis Hopkins,99 min,6.0,132,8,,,,,,,,,
The Flame of New Orleans,79 min,6.6,1175,17,19,,,,,,,,
Penny Serenade,119 min,7.1,7063,114,40,,,,,,,,
Citizen Kane,119 min,8.3,432850,1.6K,265,100,19,0,0,8.4,637,54,40
Alive in the Deep,25 min,8.3,432850,,,,,,,,,,
King of the Zombies,67 min,5.2,2198,93,37,,,,,,,,
Blood and Sand,125 min,6.8,2774,46,32,,,,,,,,
Billy the Kid,94 min,5.6,990,27,16,,,,,,,,
Sunny,98 min,5.4,196,9,,,,,,,,,
Hiawatha's Rabbit Hunt,8 min,6.6,732,11,,,,,,,,,
"Tom, Dick and Harry",87 min,6.4,1110,30,6,,,,,,,,
Blossoms in the Dust,99 min,6.9,2029,36,14,,,,,,,,
Sergeant York,134 min,7.7,18079,127,52,,,,,,,,
Truant Officer Donald,8 min,7.3,832,8,,,,,,,,,
Here Comes Mr. Jordan,94 min,7.6,6375,63,52,,,,,,,,
Dive Bomber,132 min,6.5,1854,40,14,,,,,,,,
Dr. Jekyll and Mr. Hyde,113 min,6.8,8892,100,49,,,,,,,,
Sagebrush and Silver,10 min,6.8,8892,,,,,,,,,,
Speaking of Animals Down on the Farm,10 min,6.8,48,3,,,,,,,,,
Ice-Capades,88 min,5.8,57,,,,,,,,,,
The Little Foxes,116 min,7.9,11746,136,33,,,,,,,,
Sun Valley Serenade,86 min,7.2,1629,41,15,,,,,,,,
This Woman Is Mine,92 min,5.7,117,7,,,,,,,,,
Aloma of the South Seas,78 min,5.7,147,6,,,,,,,,,
When Ladies Meet,105 min,6.5,1249,33,7,,,,,,,,
Boogie Woogie Bugle Boy of Company 'B',7 min,5.9,186,5,,,,,,,,,
Lady Be Good,112 min,6.5,1000,37,4,,,,,,,,
Of Pups and Puzzles,10 min,6.5,137,5,,,,,,,,,
Ladies in Retirement,91 min,7.1,1318,38,15,,,,,,,,
Hold Back the Dawn,116 min,7.3,2433,34,29,79,7,0,0,tbd,1,0,0
Tanks a Million,50 min,6.0,259,11,2,,,,,,,,
Lydia,104 min,6.4,795,26,4,,,,,,,,
A Yank in the R.A.F.,98 min,6.4,1430,29,8,,,,,,,,
You'll Never Get Rich,88 min,6.7,2552,27,8,,,,,,,,
Beauty and the Beach,11 min,6.7,2552,,,,,,,,,,
It Started with Eve,90 min,7.6,1552,36,12,,,,,,,,
Norway in Revolt,20 min,5.3,12,,,,,,,,,,
Superman,10 min,7.3,3082,32,17,,,,,,,,
Kings of the Turf,10 min,5.3,180,6,,,,,,,,,
One Foot in Heaven,108 min,6.7,1287,47,9,,,,,,,,
Bomber,10 min,5.3,48,,,,,,,,,,
Lend a Paw,8 min,6.9,1610,11,,,,,,,,,
The Maltese Falcon,100 min,8.0,156298,449,143,97,16,0,0,8.1,58,5,1
The Tanks Are Coming,20 min,5.6,231,9,,,,,,,,,
49th Parallel,123 min,7.3,6684,88,50,,,,,,,,
Mercy Island,72 min,5.1,30,,,,,,,,,,
Army Champions,11 min,6.2,116,,,,,,,,,,
All That Money Can Buy,107 min,7.6,5005,67,45,,,,,,,,
Sundown,90 min,5.7,928,24,8,,,,,,,,
Dumbo,64 min,7.3,129096,191,131,96,11,0,0,7.7,86,15,5
How Green Was My Valley,118 min,7.7,23789,179,95,88,17,0,0,tbd,2,1,0
The Men in Her Life,89 min,6.1,142,3,,,,,,,,,
All-American Co-Ed,49 min,5.0,365,20,4,,,,,,,,
Appointment for Love,89 min,6.1,129,5,,,,,,,,,
Birth of the Blues,87 min,6.3,410,13,7,,,,,,,,
The Chocolate Soldier,102 min,6.0,295,13,,,,,,,,,
The Rookie Bear,8 min,6.2,218,3,2,,,,,,,,
How War Came,8 min,5.9,98,2,,,,,,,,,
Suspicion,99 min,7.3,37693,219,94,83,4,0,0,7.9,17,4,0
The Devil Pays Off,70 min,5.5,72,2,,,,,,,,,
Blues in the Night,88 min,6.8,1136,33,18,,,,,,,,
Skylark,92 min,6.2,582,21,4,,,,,,,,
The Corsican Brothers,111 min,6.5,675,13,10,,,,,,,,
A Letter from Home,17 min,7.1,69,,,,,,,,,,
The Gay Parisian,20 min,5.5,353,9,,,,,,,,,
Forty Boys and a Song,10 min,5.3,152,7,,,,,,,,,
The Night Before Christmas,9 min,7.9,2067,21,3,,,,,,,,
Rhapsody in Rivets,7 min,7.1,533,11,,,,,,,,,
Johnny Eager,107 min,7.0,3110,56,21,,,,,,,,
Warclouds in the Pacific,20 min,5.7,47,,,,,,,,,,
Hellzapoppin',84 min,7.4,3081,61,32,,,,,,,,
Louisiana Purchase,98 min,6.1,470,13,4,,,,,,,,
The Shanghai Gesture,95 min,6.6,2733,67,26,,,,,,,,
Rhythm in the Ranks,10 min,6.4,78,,,,,,,,,,
Ball of Fire,111 min,7.8,12295,110,56,78,10,2,0,tbd,0,0,0
Adventure in the Bronx,12 min,5.0,14,,,,,,,,,,
Churchill's Island,21 min,6.3,196,3,,,,,,,,,
Life of a Thoroughbred,11 min,6.3,196,,,,,,,,,,
Main Street on the March!,20 min,6.6,126,3,,,,,,,,,
Soldiers of the Sky,10 min,5.5,12,,,,,,,,,,
Babes on Broadway,118 min,6.6,1511,38,6,,,,,,,,
A Place to Live,17 min,5.6,38,,,,,,,,,,
Russian Soil,17 min,5.6,38,,,,,,,,,,
Joan of Paris,91 min,6.8,799,20,3,,,,,,,,
The New Spirit,7 min,5.7,380,7,2,,,,,,,,
Kings Row,127 min,7.5,4405,75,21,,,,,,,,
Woman of the Year,114 min,7.2,10066,94,33,,,,,,,,
Captains of the Clouds,114 min,6.4,1540,36,10,,,,,,,,
To Be or Not to Be,99 min,8.2,35733,156,82,86,11,1,1,7.7,17,0,2
Moscow Strikes Back,55 min,6.8,220,3,,,,,,,,,
Don't Talk,22 min,6.0,217,7,,,,,,,,,
Listen to Britain,20 min,6.6,1718,6,8,,,,,,,,
Always in My Heart,92 min,6.3,486,25,3,,,,,,,,
Reap the Wild Wind,123 min,6.7,3220,52,25,,,,,,,,
Klondike Fury,68 min,4.2,82,2,,,,,,,,,
To the Shores of Tripoli,86 min,6.0,847,28,9,,,,,,,,
The Jungle Book,108 min,6.7,4183,40,22,,,,,,,,
One of Our Aircraft Is Missing,82 min,7.0,2219,32,29,,,,,,,,
Moontide,94 min,6.8,1713,39,16,,,,,,,,
My Gal Sal,103 min,6.2,765,13,6,,,,,,,,
"Take a Letter, Darling",92 min,6.8,546,12,4,,,,,,,,
The Spoilers,87 min,6.7,2827,45,27,,,,,,,,
This Above All,110 min,6.7,1193,26,4,,,,,,,,
Why We Fight,52 min,7.0,2190,21,3,,,,,,,,
Tortilla Flat,105 min,6.2,1821,30,9,70,3,1,0,tbd,0,0,0
Flying with Music,46 min,4.6,102,9,,,,,,,,,
Winning Your Wings,18 min,6.3,328,10,3,,,,,,,,
Mister Gardenia Jones,13 min,4.7,94,6,,,,,,,,,
Yankee Doodle Dandy,126 min,7.6,15360,,,,,,,,,,
Mrs. Miniver,134 min,7.6,17513,120,59,,,,,,,,
Speaking of Animals and Their Families,8 min,5.6,64,,,,,,,,,,
Ten Gentlemen from West Point,102 min,6.2,299,5,,,,,,,,,
The Mayor of 44th Street,86 min,5.7,158,3,,,,,,,,,
Friendly Enemies,95 min,5.7,97,3,3,,,,,,,,
Tulips Shall Grow,7 min,6.8,547,10,2,,,,,,,,
The Pied Piper,87 min,7.1,605,12,7,,,,,,,,
The Magnificent Ambersons,88 min,7.6,24531,141,88,93,16,1,0,8.6,8,1,0
The Pride of the Yankees,128 min,7.6,10803,89,42,,,,,,,,
Juke Box Jamboree,7 min,6.0,109,2,,,,,,,,,
Holiday Inn,100 min,7.4,15228,145,40,,,,,,,,
Invisible Agent,81 min,6.0,2116,33,38,,,,,,,,
All Out for 'V',7 min,5.4,111,3,,,,,,,,,
Bambi,70 min,7.3,139928,213,123,91,15,1,0,7.8,62,10,4
Mr. Blabbermouth!,19 min,5.7,283,8,,,,,,,,,
Wake Island,88 min,6.7,2004,26,19,,,,,,,,
The Talk of the Town,118 min,7.5,8146,89,33,,,,,,,,
Blitz Wolf,10 min,7.0,1346,19,2,,,,,,,,
Saludos Amigos,42 min,6.1,6599,37,29,60,2,2,0,6.5,4,7,0
Orchestra Wives,98 min,6.8,992,39,13,,,,,,,,
The Battle of Midway,18 min,6.1,2071,19,10,,,,,,,,
In Which We Serve,115 min,7.2,5691,66,37,,,,,,,,
Kokoda Front Line!,9 min,6.0,234,2,,,,,,,,,
Desperate Journey,107 min,6.9,2143,44,13,,,,,,,,
The War Against Mrs. Hadley,86 min,6.7,396,10,2,,,,,,,,
My Sister Eileen,96 min,7.0,1467,24,10,,,,,,,,
This Is America Series No. 33-101: Private Smith of the U.S.A.,19 min,7.0,1467,,,,,,,,,,
Flying Tigers,102 min,6.7,3900,40,24,,,,,,,,
A Ship Is Born,22 min,5.5,41,2,,,,,,,,,
For Me and My Gal,104 min,7.1,3383,49,25,,,,,,,,
"Now, Voyager",117 min,7.9,16731,176,67,70,10,2,0,tbd,0,0,0
Paramount Victory Short No. T2-2: We Refuse to Die,14 min,7.7,13,,,,,,,,,,
Youth on Parade,72 min,5.7,57,,,,,,,,,,
The Moon and Sixpence,89 min,6.7,796,24,8,,,,,,,,
The Navy Comes Through,82 min,6.0,300,7,,,,,,,,,
George Washington Slept Here,93 min,6.9,1704,41,7,,,,,,,,
I Married a Witch,77 min,7.1,8046,85,53,,,,,,,,
Once Upon a Honeymoon,117 min,6.4,2940,59,16,,,,,,,,
It's Everybody's War,18 min,5.8,72,2,,,,,,,,,
Beyond the Line of Duty,22 min,6.1,283,10,,,,,,,,,
Road to Morocco,82 min,7.0,5358,50,34,75,9,0,0,tbd,0,0,0
Silver Queen,80 min,5.7,161,7,2,,,,,,,,
The United States Marine Band,10 min,6.2,107,3,,,,,,,,,
"Henry Browne, Farmer",9 min,5.0,55,,,,,,,,,,
You Were Never Lovelier,97 min,7.2,3673,57,15,,,,,,,,
Casablanca,102 min,8.5,557471,1.4K,211,100,18,0,0,8.8,377,11,14
Star Spangled Rhythm,99 min,6.6,602,19,14,,,,,,,,
Paramount Victory Short No. T2-3: The Price of Victory,14 min,5.1,31,2,,,,,,,,,
"Africa, Prelude to Victory",22 min,5.5,20,,,,,,,,,,
The Black Swan,87 min,6.7,4450,65,29,,,,,,,,
The Ox-Bow Incident,75 min,8.1,22958,171,69,,,,,,,,
Random Harvest,126 min,8.0,7534,115,26,62,6,4,1,tbd,0,1,0
Conquer by the Clock,10 min,5.4,61,,,,,,,,,,
Arabian Nights,86 min,6.1,1442,20,24,,,,,,,,
Marines in the Making,9 min,5.8,205,6,,,,,,,,,
Commandos Strike at Dawn,98 min,6.6,882,25,5,,,,,,,,
Combat Report,9 min,5.5,48,2,,,,,,,,,
Desert Wonderland,9 min,5.5,48,,,,,,,,,,
High Over the Borders,23 min,6.3,42,,,,,,,,,,
High Stakes in the East,10 min,5.3,15,,,,,,,,,,
Inside Fighting China,22 min,5.7,42,,,,,,,,,,
Johnny Doughboy,64 min,5.6,101,7,4,,,,,,,,
Little Belgium,10 min,5.6,27,,,,,,,,,,
Twenty-One Miles,11 min,5.0,13,,,,,,,,,,
The White Eagle,27 min,5.2,31,,,,,,,,,,
Der Fuehrer's Face,8 min,7.5,4271,32,9,,,,,,,,
Stand by for Action,109 min,6.5,679,22,5,,,,,,,,
The Grain That Built a Hemisphere,11 min,6.0,208,3,,,,,,,,,
Shadow of a Doubt,108 min,7.8,64368,289,94,94,15,0,0,8.5,33,3,0
Little Isles of Freedom,19 min,7.8,64368,,,,,,,,,,
No Time for Love,83 min,6.8,875,22,12,,,,,,,,
Air Force,124 min,7.0,3379,67,19,,,,,,,,
Flight for Freedom,102 min,6.0,270,6,4,,,,,,,,
Pigs in a Polka,8 min,6.9,894,14,,,,,,,,,
The Amazing Mrs. Holliday,96 min,6.4,331,5,2,,,,,,,,
Something to Shout About,90 min,5.5,101,4,,,,,,,,,
The Human Comedy,117 min,7.0,2103,58,15,,,,,,,,
"Hello Frisco, Hello",99 min,6.5,499,26,4,,,,,,,,
Hit Parade of 1943,82 min,5.5,152,9,,,,,,,,,
Hangmen Also Die!,134 min,7.4,5411,69,36,,,,,,,,
Desert Victory,62 min,6.4,318,11,,,,,,,,,
Cabin in the Sky,98 min,7.1,2991,62,39,,,,,,,,
Plan for Destruction,22 min,6.4,146,7,,,,,,,,,
Crash Dive,106 min,6.4,1555,34,11,,,,,,,,
Mission to Moscow,124 min,5.4,934,54,10,,,,,,,,
The 500 Hats of Bartholomew Cubbins,9 min,6.5,92,3,,,,,,,,,
Heavenly Music,22 min,6.2,258,11,2,,,,,,,,
Lady of Burlesque,91 min,6.3,2391,57,9,,,,,,,,
This Land Is Mine,103 min,7.5,3266,55,22,,,,,,,,
The More the Merrier,104 min,7.7,6542,76,30,,,,,,,,
Bombardier,99 min,6.0,831,19,6,,,,,,,,
Greetings Bait,7 min,6.3,248,5,,,,,,,,,
Action in the North Atlantic,126 min,7.0,4103,48,16,,,,,,,,
The Dizzy Acrobat,7 min,6.0,220,3,,,,,,,,,
Five Graves to Cairo,96 min,7.3,5709,63,48,,,,,,,,
Coney Island,96 min,6.4,468,13,8,,,,,,,,
Report from the Aleutians,47 min,6.4,630,8,4,,,,,,,,
The Constant Nymph,112 min,6.8,1368,34,12,,,,,,,,
Stage Door Canteen,132 min,6.3,1669,39,8,,,,,,,,
Mouse at War,8 min,7.7,1799,14,3,,,,,,,,
Seeing Hands,11 min,6.8,155,8,,,,,,,,,
The Sky's the Limit,89 min,6.4,1030,35,12,,,,,,,,
For Whom the Bell Tolls,170 min,6.8,9244,83,26,68,6,4,0,tbd,0,1,0
Hers to Hold,94 min,6.3,234,6,2,,,,,,,,
Victory Through Air Power,70 min,6.6,1014,15,10,,,,,,,,
This Is the Army,121 min,5.8,1145,39,16,,,,,,,,
Hi Diddle Diddle,72 min,6.7,581,15,4,,,,,,,,
Heaven Can Wait,112 min,7.4,11015,85,54,,,,,,,,
Phantom of the Opera,92 min,6.4,7213,104,53,63,2,5,0,tbd,0,0,0
"Screen Snapshots Series 23, No. 1: Hollywood in Uniform",10 min,5.1,46,,,,,,,,,,
The Fallen Sparrow,94 min,6.6,1484,31,20,,,,,,,,
Holy Matrimony,87 min,7.3,797,21,3,,,,,,,,
Reason and Emotion,8 min,6.9,490,7,2,,,,,,,,
Watch on the Rhine,114 min,7.2,4429,69,19,,,,,,,,
So This Is Washington,64 min,5.5,221,8,,,,,,,,,
Sahara,97 min,7.5,8704,94,26,,,,,,,,
Johnny Come Lately,97 min,6.8,648,18,8,,,,,,,,
So Proudly We Hail!,126 min,7.5,1730,40,12,,,,,,,,
The Kansan,79 min,5.6,389,17,4,,,,,,,,
Thousands Cheer,125 min,6.2,1078,24,8,,,,,,,,
Thank Your Lucky Stars,127 min,6.8,1900,45,18,,,,,,,,
Corvette K-225,98 min,6.6,474,10,4,,,,,,,,
Mardi Gras,19 min,6.9,16,,,,,,,,,,
Women at War,21 min,6.7,60,,,,,,,,,,
Cavalcade of Dance,11 min,6.0,127,2,,,,,,,,,
Lassie Come Home,89 min,7.2,5400,41,15,78,7,1,0,tbd,0,0,0
Princess O'Rourke,94 min,6.8,1357,28,7,,,,,,,,
The North Star,108 min,5.9,1503,54,14,,,,,,,,
Youth in Crisis,19 min,6.0,32,,,,,,,,,,
Swedes in America,17 min,6.8,73,,,,,,,,,,
Riding High,88 min,5.1,118,7,2,,,,,,,,
The Battle of Russia,83 min,7.1,1456,11,3,,,,,,,,
Imagination,8 min,5.9,109,3,,,,,,,,,
Jack London,94 min,5.1,387,16,,,,,,,,,
His Butler's Sister,87 min,7.0,499,14,4,,,,,,,,
In Old Oklahoma,102 min,6.4,1210,26,8,,,,,,,,
War Department Report,47 min,6.7,29,,,,,,,,,,
Destination Tokyo,135 min,7.1,5140,59,22,,,,,,,,
Madame Curie,124 min,7.2,2887,39,18,,,,,,,,
The Desert Song,95 min,5.9,291,28,5,,,,,,,,
The Song of Bernadette,156 min,7.6,6816,90,45,,,,,,,,
The Gang's All Here,103 min,6.6,1750,46,32,,,,,,,,
A Guy Named Joe,120 min,6.9,2592,39,11,,,,,,,,
Three Russian Girls,81 min,6.8,32,2,,,,,,,,,
Amphibious Fighters,10 min,6.0,18,,,,,,,,,,
Baptism of Fire,36 min,5.7,44,,,,,,,,,,
Champions Carry on,36 min,5.7,44,,,,,,,,,,
Children of Mars,36 min,5.7,44,,,,,,,,,,
December 7th,82 min,6.2,868,20,2,,,,,,,,
Letter to a Hero,17 min,5.4,32,,,,,,,,,,
To the People of the United States,21 min,5.5,50,,,,,,,,,,
Tomorrow We Fly,21 min,5.5,50,,,,,,,,,,
Higher and Higher,90 min,6.0,678,27,9,,,,,,,,
The Woman of the Town,90 min,6.1,182,8,2,,,,,,,,
Lifeboat,97 min,7.6,28687,176,68,78,10,3,0,8.0,9,3,0
The Miracle of Morgan's Creek,98 min,7.6,7428,82,53,86,15,0,0,tbd,0,0,0
The Fighting Seabees,100 min,6.5,3618,42,15,,,,,,,,
None Shall Escape,85 min,7.0,846,18,8,,,,,,,,
The Fighting Sullivans,112 min,7.5,2201,55,13,,,,,,,,
Lady in the Dark,100 min,6.0,488,22,7,,,,,,,,
The Uninvited,99 min,7.3,10991,153,88,,,,,,,,
The Bridge of San Luis Rey,107 min,5.6,199,10,,,,,,,,,
Up in Arms,105 min,6.3,979,15,11,,,,,,,,
Marie-Louise,93 min,6.7,115,2,3,,,,,,,,
With the Marines at Tarawa,18 min,7.0,262,6,2,,,,,,,,
Voice in the Wind,85 min,5.4,243,13,6,,,,,,,,
Knickerbocker Holiday,85 min,5.2,176,6,,,,,,,,,
Cover Girl,107 min,6.7,5414,80,43,,,,,,,,
Main Street Today,20 min,6.0,117,4,,,,,,,,,
It Happened Tomorrow,85 min,7.1,2367,40,34,,,,,,,,
Up in Mabel's Room,76 min,6.3,172,7,2,,,,,,,,
"Lady, Let's Dance",88 min,5.8,54,3,2,,,,,,,,
Address Unknown,75 min,6.9,1016,27,13,,,,,,,,
Double Indemnity,107 min,8.3,153735,450,156,95,16,1,0,8.5,55,3,0
Follow the Boys,122 min,5.9,451,11,10,,,,,,,,
Two Girls and a Sailor,124 min,6.7,864,27,2,,,,,,,,
The Story of Dr. Wassell,140 min,6.7,986,21,7,,,,,,,,
The Adventures of Mark Twain,130 min,7.1,1167,32,12,,,,,,,,
Going My Way,126 min,7.1,11869,86,39,,,,,,,,
Gaslight,114 min,7.8,28074,173,82,,,,,,,,
Jammin' the Blues,10 min,7.9,933,20,3,,,,,,,,
Swooner Crooner,7 min,7.2,696,11,,,,,,,,,
The White Cliffs of Dover,126 min,7.1,1639,39,4,,,,,,,,
My Boy Johnny,7 min,5.7,91,3,,,,,,,,,
Mr. Skeffington,146 min,7.6,5951,100,18,,,,,,,,
Song of the Open Road,93 min,6.1,138,6,4,,,,,,,,
Days of Glory,86 min,6.1,1340,30,9,,,,,,,,
Home in Indiana,106 min,6.5,471,13,7,,,,,,,,
Fish Fry,7 min,5.9,130,2,,,,,,,,,
Christmas Holiday,93 min,6.5,1401,43,22,,,,,,,,
Sensations of 1945,86 min,6.2,153,10,5,,,,,,,,
Since You Went Away,177 min,7.5,4561,101,26,,,,,,,,
The Hairy Ape,92 min,6.2,436,17,,,,,,,,,
Hail the Conquering Hero,101 min,7.6,4677,48,29,,,,,,,,
Movie Pests,11 min,6.7,246,8,,,,,,,,,
Summer Storm,106 min,6.6,526,16,8,,,,,,,,
Dragon Seed,148 min,6.0,1197,36,5,,,,,,,,
The Seventh Cross,112 min,7.4,2659,45,14,,,,,,,,
Janie,102 min,6.0,402,11,4,,,,,,,,
Step Lively,88 min,6.1,581,17,11,,,,,,,,
And to Think That I Saw It on Mulberry Street,10 min,6.8,84,3,,,,,,,,,
Wing and a Prayer,97 min,6.6,1378,24,9,,,,,,,,
Secret Command,82 min,6.3,298,14,3,,,,,,,,
Wilson,154 min,6.4,1564,46,16,,,,,,,,
Minstrel Man,67 min,4.9,172,11,,,,,,,,,
Kismet,100 min,6.1,1164,27,6,,,,,,,,
Casanova Brown,94 min,6.2,1119,19,14,,,,,,,,
Resisting Enemy Interrogation,66 min,6.8,244,12,3,,,,,,,,
